SeqNum,MAANTH,MGEMLE,MGEMOM,APERSA,AWAPAR,AMOTSC,Resp,rand,RespHoldout,pwapar2,PAANHA2,PPERSA2,MGODRK2,MGODPR2,MRELGE2,MFALLE2,MFWEKI2,MOPLHO2,MSKA2,MSKB12,MSKB22,MSKC2,MHHUUR2,MAUT12,MAUT22,MAUT02,MINKGE2,mostyp_1,mostyp_2,mostyp_3,mostyp_4,mostyp_5,mostyp_7,mostyp_8,mostyp_9,mostyp_10,mostyp_11,mostyp_12,mostyp_13,mostyp_14,mostyp_15,mostyp_16,mostyp_17,mostyp_18,mostyp_19,mostyp_20,mostyp_21,mostyp_22,mostyp_23,mostyp_24,mostyp_25,mostyp_26,mostyp_27,mostyp_28,mostyp_29,mostyp_30,mostyp_31,mostyp_32,mostyp_33,mostyp_34,mostyp_35,mostyp_36,mostyp_37,mostyp_38,mostyp_39,mostyp_40,mostyp_41,MOSHOO_1,MOSHOO_2,MOSHOO_3,MOSHOO_4,MOSHOO_5,MOSHOO_6,MOSHOO_7,MOSHOO_8,MOSHOO_9,MOSHOO_10
28,3,2,2,0,0,0,0,0.5948824289,,0,0,0,56,5.5,69,82,17,30,0,0,0,0,0,82,17,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,2,0,2,0,0,0,0,0.216919873,,0,0,0,0,5.5,0,82,0,56,0,0,0,0,56,100,17,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,3,0,1,0,0,0,0,0.6298480805,,0,0,0,5.5,17,17,94,0,82,0,0,43,5.5,5.5,82,5.5,5.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,2,2,0,0,0,0,0,0.1785437996,,0,0,0,43,17,43,100,17,43,0,0,30,0,0,30,0,17,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,2,1,1,0,0,0,0,0.1752970015,,0,0,0,69,5.5,43,69,30,5.5,0,0,69,0,56,0,30,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,3,1,0,0,0,0,0,0.6451913596,,0,0,0,30,17,43,43,43,30,0,0,5.5,0,0,17,56,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,2,2,1,0,1,1,0,0.4601046133,,350,0,0,17,5.5,43,69,17,30,0,17,5.5,5.5,30,17,30,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37,2,2,2,0,0,0,0,0.0764091546,,0,0,0,43,5.5,0,82,17,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
38,3,0,2,0,0,0,0,0.0290483129,,0,0,0,30,5.5,17,69,17,43,5.5,0,5.5,5.5,30,69,30,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,3,0,2,0,0,0,1,0.0513339369,,0,0,0,43,5.5,0,82,56,17,0,0,17,17,5.5,43,17,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,4,2,0,0,0,0,0,0.2060328555,,0,0,0,30,5.5,43,82,17,43,5.5,0,5.5,5.5,17,69,17,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,4,1,0,0,0,0,0,0.0448142919,,0,0,0,17,5.5,30,69,17,56,5.5,5.5,43,17,17,56,30,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,2,1,4,0,0,0,0,0.2110714122,,0,0,0,17,5.5,56,94,5.5,56,0,0,5.5,5.5,82,56,5.5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,3,1,2,0,0,0,0,0.0431945552,,0,0,0,17,5.5,30,69,5.5,43,5.5,0,5.5,0,30,43,30,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,3,0,2,0,0,0,0,0.1766302419,,0,0,0,5.5,17,56,94,0,69,0,0,17,17,0,82,5.5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,4,0,2,0,0,0,0,0.1983997781,,0,0,0,0,5.5,56,100,0,82,0,0,0,0,30,82,0,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,3,1,2,0,0,0,0,0.1029499053,,0,0,0,5.5,5.5,30,94,5.5,69,5.5,0,17,17,43,69,5.5,17,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,3,1,0,0,2,0,0,0.4034095334,,0,0,0,5.5,17,30,94,5.5,69,0,0,5.5,5.5,43,82,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,2,4,0,0,0,0,0,0.2213364459,,0,0,0,5.5,5.5,43,100,17,82,0,0,69,17,17,5.5,0,5.5,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,2,2,0,0,0,0,1,0.4526517999,,0,0,0,17,5.5,30,56,5.5,43,0,0,5.5,0,5.5,43,43,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,3,0,1,0,0,0,0,0.0637336709,,0,0,0,43,5.5,17,82,5.5,43,0,0,5.5,17,43,69,17,43,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,3,1,0,0,0,0,0,0.0032389439,,0,0,0,43,5.5,43,82,30,30,43,0,5.5,5.5,17,56,17,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,3,1,2,0,0,0,0,0.698719859,,0,0,0,17,5.5,43,82,5.5,43,5.5,5.5,17,5.5,17,69,17,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,3,3,4,0,0,0,0,0.5471246497,,0,0,0,30,5.5,56,56,17,43,17,0,0,5.5,5.5,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,3,0,0,0,0,0,0,0.5369497102,,0,0,0,43,5.5,56,82,0,0,17,0,82,17,69,17,17,0,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,2,2,2,0,0,0,0,0.1791109271,,0,0,0,17,5.5,0,69,30,43,0,5.5,0,0,5.5,43,30,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,3,1,2,0,0,0,0,0.5341955961,,0,0,0,17,5.5,17,69,5.5,69,5.5,0,5.5,5.5,43,69,30,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,4,0,3,0,0,0,0,0.2830179135,,0,0,0,56,5.5,17,30,17,17,0,0,30,0,17,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,2,2,2,0,0,0,0,0.0438234224,,0,0,0,43,17,43,69,17,17,0,17,0,0,17,17,30,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73,4,2,0,0,0,0,0,0.5472897256,,0,0,0,30,5.5,30,56,5.5,56,5.5,5.5,17,5.5,5.5,56,43,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74,3,3,0,0,2,0,0,0.6314860618,,0,0,0,17,17,30,69,43,17,0,0,17,0,0,30,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
75,2,3,2,0,1,0,0,0.0464705988,,0,0,0,43,5.5,56,56,17,5.5,30,0,17,0,5.5,0,43,0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,4,0,0,0,0,0,0,0.0959709892,,0,0,0,43,5.5,17,94,5.5,30,0,0,17,17,56,56,5.5,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,3,5,1,0,0,0,0,0.0523649995,,0,0,0,0,5.5,17,43,43,0,0,0,5.5,0,0,0,56,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,3,4,0,0,0,0,0,0.1649503113,,0,0,0,5.5,5.5,43,43,69,5.5,0,0,0,30,30,30,56,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81,3,1,0,0,0,0,0,0.6961794676,,0,0,0,17,5.5,30,82,5.5,30,0,0,30,30,30,56,17,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,4,0,2,0,0,0,0,0.6805513849,,0,0,0,56,5.5,43,56,43,43,0,0,0,0,5.5,100,43,5.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83,3,5,2,0,0,0,0,0.2566991226,,0,0,0,5.5,5.5,30,5.5,69,17,56,5.5,5.5,0,0,17,94,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,3,1,0,0,0,0,0,0.4261188761,,0,0,0,17,5.5,17,82,5.5,56,0,0,17,17,43,69,17,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,1,1,0,0,0,0,0,0.0985903098,,0,0,0,17,5.5,69,94,0,69,0,0,17,0,30,56,5.5,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,3,2,2,0,0,0,0,0.6723798135,,0,0,0,17,5.5,30,82,17,30,5.5,5.5,30,17,30,56,17,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,2,2,0,0,0,0,0,0.6332893011,,0,0,0,30,5.5,56,82,17,56,0,0,0,0,0,43,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
89,2,2,1,0,0,0,0,0.0958389841,,0,0,0,30,5.5,17,56,17,30,0,0,56,0,30,17,43,5.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,3,5,0,0,0,0,0,0.2733409373,,0,0,0,17,5.5,43,43,82,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
93,3,3,0,0,0,0,0,0.3704844086,,0,0,0,17,17,17,82,5.5,43,0,0,5.5,5.5,43,56,17,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97,3,0,0,0,2,0,0,0.063673893,,0,0,0,0,5.5,56,100,0,100,5.5,0,17,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,4,1,3,0,0,0,1,0.5378348881,,0,0,0,43,5.5,17,56,5.5,43,0,0,17,0,43,43,43,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,2,1,0,0,0,0,0,0.452898557,,0,0,0,30,5.5,17,69,5.5,43,5.5,0,43,17,56,56,30,5.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,2,1,1,0,0,0,0,0.0242203768,,0,0,0,5.5,5.5,56,82,5.5,56,5.5,0,0,43,17,94,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,2,2,2,0,0,0,0,0.4650073417,,0,0,0,17,5.5,0,69,30,43,0,5.5,0,0,5.5,43,30,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105,3,4,2,0,0,0,0,0.2043538192,,0,0,0,17,5.5,17,56,43,30,30,0,0,17,30,43,43,5.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,2,5,2,0,0,0,0,0.6229843291,,0,0,0,0,5.5,43,56,0,0,0,56,17,0,0,0,43,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,2,3,1,0,0,0,0,0.0016558096,,0,0,0,5.5,5.5,43,17,30,17,30,5.5,43,5.5,17,17,82,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,2,0,0,0,0,0,0,0.3448750071,,0,0,0,0,5.5,43,100,0,43,0,0,43,0,17,43,0,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,3,0,4,0,0,0,0,0.5648373294,,0,0,0,17,5.5,17,69,17,56,0,0,0,17,17,69,30,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114,3,4,3,0,0,0,0,0.6629046889,,0,0,0,43,17,30,0,43,0,5.5,5.5,5.5,0,30,0,100,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,3,0,1,0,0,0,0,0.3753849279,,0,0,0,30,5.5,17,69,5.5,43,0,0,5.5,17,17,56,30,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
